ProductID,SKUCode,ProductName,ShortDescription,Category,SubCategory,Department,Brand,ModelNumber,Color,Size,Weight,UnitOfMeasure,SupplierID,SupplierName,CountryOfOrigin,CostPrice,MRP,StandardSellingPrice,TaxPercent,ReorderLevel,LaunchDate,ProductStatus
P11238,QS2KINXN,Lenovo Laptop 1238,Lenovo Laptop high quality product,Electronics,Laptop,Fashion,Lenovo,M-5860,White,S,3.14,Piece,S715,Supplier_39,China,341.62,508.83,440.75,12,12,21-03-2025,Active
P11239,2K0Y8V2E,Samsung Men 1239,Samsung Men high quality product,Clothing,Men,FMCG,Samsung,M-6369,Blue,XL,7.98,Piece,S836,Supplier_5,Vietnam,457.37,603.78,527.14,5,70,04-06-2024,Active
P11240,BRNTPL0T,Adidas Women 1240,Adidas Women high quality product,Clothing,Women,Electronics,Adidas,M-7125,Green,XL,7.48,Piece,S908,Supplier_36,India,2681.21,3144.79,2916.35,12,131,14-05-2025,Active
P11241,2V5N7G3X,HP Kids 1241,HP Kids high quality product,Clothing,Kids,Electronics,HP,M-7436,Blue,M,4.86,Piece,S884,Supplier_44,USA,4594.98,6024.78,5824.35,5,160,21-09-2024,Active
P11242,UG5Z80OP,Lenovo Kids 1242,Lenovo Kids high quality product,Clothing,Kids,Electronics,Lenovo,M-9709,Red,M,5.7,Piece,S511,Supplier_42,USA,2141.59,3175.92,2355.08,5,110,28-03-2024,Active
P11243,64JD3NS3,HP Household 1243,HP Household high quality product,Grocery,Household,FMCG,HP,M-5077,Red,L,4.96,Piece,S595,Supplier_2,USA,461.64,628.59,527.16,5,44,09-12-2023,Active
P11244,2MYJEMN2,Samsung Laptop 1244,Samsung Laptop high quality product,Electronics,Laptop,FMCG,Samsung,M-8268,Green,S,8.55,Piece,S820,Supplier_13,USA,1260.96,1659.68,1607.87,12,99,26-11-2023,Active
P11245,8AXPQUKW,Nike Beverages 1245,Nike Beverages high quality product,Grocery,Beverages,Fashion,Nike,M-5301,Green,S,8.6,Piece,S932,Supplier_1,USA,4306.94,6194.98,5049.84,12,31,19-02-2024,Active
P11246,J4YE8QZJ,Adidas Beverages 1246,Adidas Beverages high quality product,Grocery,Beverages,Fashion,Adidas,M-2792,Blue,NA,4.33,Piece,S415,Supplier_50,USA,134.23,155.3,164.81,18,42,23-01-2024,Active
P11247,8A5U9CW3,Samsung Sunglasses 1247,Samsung Sunglasses high quality product,Accessories,Sunglasses,Fashion,Samsung,M-1025,Blue,S,4,Piece,S152,Supplier_48,Germany,3248.13,4767.16,3505.09,18,35,20-07-2024,Active
P11248,90V6GWP9,Apple Snacks 1248,Apple Snacks high quality product,Grocery,Snacks,Electronics,Apple,M-6285,White,XL,1.25,Piece,S759,Supplier_30,Germany,4164.67,5934.37,5027.04,5,121,07-12-2025,Active
P11249,DSGOUI5H,HP Household 1249,HP Household high quality product,Grocery,Household,Fashion,HP,M-3140,Black,S,1.6,Piece,S809,Supplier_37,Germany,949.76,1351.79,1034.05,5,38,20-11-2025,Active
P11250,IKKFAVNJ,Dell Sunglasses 1250,Dell Sunglasses high quality product,Accessories,Sunglasses,Fashion,Dell,M-7790,Gray,XL,0.83,Piece,S825,Supplier_10,Vietnam,733.81,837.97,803.72,12,186,05-08-2024,Active
P11251,NRJET1U6,Puma Mobile 1251,Puma Mobile high quality product,Electronics,Mobile,Electronics,Puma,M-3218,Green,L,5.88,Piece,S364,Supplier_12,USA,4616.14,5130.92,5132.84,12,70,07-07-2025,Active
P11252,YZT4SWE5,Dell Beverages 1252,Dell Beverages high quality product,Grocery,Beverages,Electronics,Dell,M-2309,Green,S,5.31,Piece,S291,Supplier_39,Germany,3142.78,4693.95,3891.16,5,51,27-10-2024,Active
P11253,MCX64LZK,Sony Watch 1253,Sony Watch high quality product,Accessories,Watch,FMCG,Sony,M-8499,Gray,NA,8.63,Piece,S926,Supplier_41,India,4682.13,6321.34,5401,18,145,26-10-2024,Active
P11254,XZO56X23,Apple Laptop 1254,Apple Laptop high quality product,Electronics,Laptop,FMCG,Apple,M-4237,White,S,0.12,Piece,S603,Supplier_47,Germany,3801.35,5540.55,3995.43,12,34,08-02-2024,Active
P11255,12IUL8QJ,Apple Accessory 1255,Apple Accessory high quality product,Electronics,Accessory,Electronics,Apple,M-2450,Blue,XL,1.87,Piece,S150,Supplier_25,Vietnam,1656.9,2102.45,1783.22,5,113,01-01-2024,Active
P11256,9D22E2ZJ,Lenovo Kids 1256,Lenovo Kids high quality product,Clothing,Kids,Electronics,Lenovo,M-1883,White,NA,0.77,Piece,S673,Supplier_33,China,735.17,895.21,844.85,18,131,07-11-2025,Active
P11257,SG217D3N,Samsung Accessory 1257,Samsung Accessory high quality product,Electronics,Accessory,Electronics,Samsung,M-9211,Red,M,0.98,Piece,S776,Supplier_48,USA,4573.93,5361.7,5325.25,5,30,06-01-2024,Active
P11258,6Q1I13NO,Sony Bag 1258,Sony Bag high quality product,Accessories,Bag,Electronics,Sony,M-2272,Blue,S,7.16,Piece,S940,Supplier_45,USA,4407.94,5713.31,5667.47,18,95,01-08-2024,Active
P11259,37CGIZAO,Lenovo Women 1259,Lenovo Women high quality product,Clothing,Women,Fashion,Lenovo,M-8602,White,S,8.24,Piece,S505,Supplier_6,USA,4046.3,6028.01,4270.77,12,70,16-01-2025,Active
P11260,PGJNHMAL,Nike Accessory 1260,Nike Accessory high quality product,Electronics,Accessory,Electronics,Nike,M-4434,Blue,XL,2.42,Piece,S529,Supplier_20,Germany,3738.2,5203.97,4391.77,18,132,26-06-2023,Active
P11261,YO5CUKR2,Dell Women 1261,Dell Women high quality product,Clothing,Women,Fashion,Dell,M-4814,Blue,M,5.25,Piece,S689,Supplier_4,USA,688.51,951.6,865.05,12,108,26-06-2023,Active
P11262,49JUYMZV,Nestle Household 1262,Nestle Household high quality product,Grocery,Household,Fashion,Nestle,M-1400,Gray,M,8.22,Piece,S654,Supplier_27,Vietnam,158.79,197.82,172.12,5,22,21-11-2024,Active
P11263,7HYLTCAR,Samsung Mobile 1263,Samsung Mobile high quality product,Electronics,Mobile,FMCG,Samsung,M-5654,Red,XL,2.53,Piece,S416,Supplier_14,China,2135.94,2509.05,2406.31,12,76,26-04-2024,Active
P11264,5NV61GA6,Samsung Watch 1264,Samsung Watch high quality product,Accessories,Watch,Fashion,Samsung,M-5557,Black,S,9.03,Piece,S109,Supplier_44,China,2078.87,2883.66,2223.02,12,17,01-08-2025,Active
P11265,X1EGNBEX,Adidas Bag 1265,Adidas Bag high quality product,Accessories,Bag,FMCG,Adidas,M-7299,Red,NA,8.29,Piece,S670,Supplier_14,India,453.69,504.27,530.57,18,34,13-01-2024,Active
P11266,GKIMGQKP,HP Sunglasses 1266,HP Sunglasses high quality product,Accessories,Sunglasses,Fashion,HP,M-3721,Red,L,7.23,Piece,S249,Supplier_16,USA,229.85,283.63,257.56,18,121,13-10-2025,Active
P11267,2A7S7ULK,Puma Mobile 1267,Puma Mobile high quality product,Electronics,Mobile,Electronics,Puma,M-7903,Blue,NA,1.63,Piece,S930,Supplier_29,India,949.65,1193.71,1041.26,5,152,14-07-2023,Active
P11268,KKMQEJZH,Dell Watch 1268,Dell Watch high quality product,Accessories,Watch,Electronics,Dell,M-6695,White,M,7,Piece,S140,Supplier_1,Germany,676.32,893.86,749,18,161,07-11-2024,Active
P11269,G9FGIOZB,Samsung Sunglasses 1269,Samsung Sunglasses high quality product,Accessories,Sunglasses,Fashion,Samsung,M-6796,Blue,M,4.9,Piece,S162,Supplier_46,USA,3680.66,4694.46,4707.45,18,97,07-03-2024,Active
P11270,MYYH7Y1P,Puma Mobile 1270,Puma Mobile high quality product,Electronics,Mobile,FMCG,Puma,M-6244,Green,S,5.4,Piece,S358,Supplier_43,India,4138.91,4671.81,4696.48,5,133,22-11-2024,Active
P11271,3TZS86T8,Lenovo Snacks 1271,Lenovo Snacks high quality product,Grocery,Snacks,Electronics,Lenovo,M-6898,Blue,NA,2.9,Piece,S427,Supplier_9,India,2412.99,3336.93,3109.97,12,97,04-07-2025,Active
P11272,PQ0O92M5,Sony Sunglasses 1272,Sony Sunglasses high quality product,Accessories,Sunglasses,Fashion,Sony,M-3672,Red,L,2.67,Piece,S366,Supplier_36,India,1832.4,2590.83,2000.27,5,120,03-05-2024,Active
P11273,EBIQCZXC,Lenovo Bag 1273,Lenovo Bag high quality product,Accessories,Bag,Fashion,Lenovo,M-2417,White,S,5.65,Piece,S908,Supplier_15,USA,1366.97,1703.14,1458.69,12,77,11-02-2025,Active
P11274,PQ0SO4TI,Sony Kids 1274,Sony Kids high quality product,Clothing,Kids,Electronics,Sony,M-8191,Black,L,8.42,Piece,S990,Supplier_47,Germany,744.63,833.53,873.32,5,200,16-11-2024,Active
P11275,VKLABJAH,Nestle Snacks 1275,Nestle Snacks high quality product,Grocery,Snacks,FMCG,Nestle,M-9747,Black,S,0.61,Piece,S449,Supplier_40,USA,3102.15,3633.35,3872.03,18,24,25-06-2024,Active
P11276,D72OH094,Nike Kids 1276,Nike Kids high quality product,Clothing,Kids,Electronics,Nike,M-8028,White,M,3.48,Piece,S913,Supplier_31,India,3532.96,4713.58,4348.42,12,175,28-06-2023,Active
P11277,4I4XGXO3,HP Bag 1277,HP Bag high quality product,Accessories,Bag,Electronics,HP,M-1450,Blue,M,9.58,Piece,S344,Supplier_24,Germany,369.3,489.2,422.35,5,185,14-07-2023,Active
P11278,I6N466C5,Puma Beverages 1278,Puma Beverages high quality product,Grocery,Beverages,Fashion,Puma,M-1672,Gray,S,0.39,Piece,S944,Supplier_41,China,1730.73,2224.53,1980.69,5,157,03-10-2023,Active
P11279,4I63014W,Samsung Beverages 1279,Samsung Beverages high quality product,Grocery,Beverages,Fashion,Samsung,M-9114,Red,NA,7.1,Piece,S791,Supplier_13,Vietnam,4760.67,6264.22,5371.73,18,79,23-05-2024,Active
P11280,KO1AZ3PV,Apple Kids 1280,Apple Kids high quality product,Clothing,Kids,Electronics,Apple,M-1753,Red,M,6.49,Piece,S913,Supplier_26,USA,2539.96,2983.5,2835.56,12,48,18-10-2024,Active
P11281,3CDFK88W,Nestle Men 1281,Nestle Men high quality product,Clothing,Men,Electronics,Nestle,M-7890,Green,XL,6.06,Piece,S443,Supplier_3,USA,4978.32,5756.21,5826.62,18,197,21-02-2025,Active
P11282,N336ABXJ,Lenovo Bag 1282,Lenovo Bag high quality product,Accessories,Bag,FMCG,Lenovo,M-3031,Blue,M,4.03,Piece,S382,Supplier_48,India,575.63,830.3,604.97,12,52,19-02-2025,Active
P11283,DBIUWQM1,Sony Snacks 1283,Sony Snacks high quality product,Grocery,Snacks,FMCG,Sony,M-6621,White,L,9.85,Piece,S708,Supplier_42,Vietnam,783.75,1152.11,972.9,5,115,18-08-2025,Active
P11284,OHHMKM23,Dell Men 1284,Dell Men high quality product,Clothing,Men,Electronics,Dell,M-1217,Black,M,1.28,Piece,S305,Supplier_36,Vietnam,1597.4,2054.88,1787.12,5,87,09-07-2023,Active
P11285,KS59RE8N,Samsung Snacks 1285,Samsung Snacks high quality product,Grocery,Snacks,Electronics,Samsung,M-4235,Red,M,3.31,Piece,S628,Supplier_36,Germany,3703.11,4142.82,4033.69,5,183,08-04-2024,Active
P11286,VDMR4A7X,Apple Men 1286,Apple Men high quality product,Clothing,Men,Fashion,Apple,M-7186,Blue,M,6.11,Piece,S887,Supplier_30,USA,2830.85,4076.4,3085.37,18,144,30-11-2023,Active
P11287,TGB1E6TV,Sony Kids 1287,Sony Kids high quality product,Clothing,Kids,Electronics,Sony,M-5976,White,XL,4.8,Piece,S622,Supplier_1,USA,1700.11,2296.67,2113.22,18,62,06-11-2023,Active
P11288,O5M1NVSG,Dell Watch 1288,Dell Watch high quality product,Accessories,Watch,FMCG,Dell,M-3350,Black,M,3.38,Piece,S767,Supplier_25,China,3828.69,4463.65,4750.4,5,26,31-10-2024,Active
P11289,MFLOCIFM,Puma Kids 1289,Puma Kids high quality product,Clothing,Kids,Electronics,Puma,M-2148,Red,S,7.41,Piece,S524,Supplier_27,India,3566.4,4937.11,4417.48,18,130,28-05-2023,Active
P11290,ZWRP66LE,Apple Accessory 1290,Apple Accessory high quality product,Electronics,Accessory,Fashion,Apple,M-6819,Green,NA,4.41,Piece,S785,Supplier_15,China,2012.85,3005.04,2511.35,5,103,27-08-2025,Active
P11291,1IRP1JIW,Adidas Beverages 1291,Adidas Beverages high quality product,Grocery,Beverages,FMCG,Adidas,M-6460,Gray,M,3.5,Piece,S372,Supplier_2,Germany,572,790.57,685.89,5,62,08-09-2024,Active
P11292,S7VXJMJY,Adidas Mobile 1292,Adidas Mobile high quality product,Electronics,Mobile,Electronics,Adidas,M-4066,White,S,8.31,Piece,S689,Supplier_44,China,3906.95,5502.16,4212.37,5,157,31-05-2025,Active
P11293,BSE4VE7W,Apple Mobile 1293,Apple Mobile high quality product,Electronics,Mobile,Electronics,Apple,M-8444,White,L,1.6,Piece,S229,Supplier_35,USA,920.57,1129.22,1019.08,18,175,21-01-2025,Active
P11294,PX6Y25UZ,Sony Snacks 1294,Sony Snacks high quality product,Grocery,Snacks,Electronics,Sony,M-5461,Black,L,1.64,Piece,S315,Supplier_27,China,953.64,1308.72,1050.03,12,118,17-11-2025,Active
P11295,IQAP8N3G,Nike Men 1295,Nike Men high quality product,Clothing,Men,FMCG,Nike,M-8421,Red,XL,4.06,Piece,S841,Supplier_37,Germany,1911.12,2803.74,2451.9,5,76,27-12-2023,Active
P11296,J3VDT8GD,Puma Kids 1296,Puma Kids high quality product,Clothing,Kids,Electronics,Puma,M-4014,Blue,S,4.29,Piece,S866,Supplier_1,Vietnam,597.64,725.4,710.37,5,81,18-08-2024,Active
P11297,557NLUBS,Nestle Beverages 1297,Nestle Beverages high quality product,Grocery,Beverages,FMCG,Nestle,M-8371,Green,NA,8.58,Piece,S271,Supplier_31,USA,2544.22,3197,3085.57,12,105,15-12-2024,Active
P11298,3T9KVKFJ,Nestle Snacks 1298,Nestle Snacks high quality product,Grocery,Snacks,Electronics,Nestle,M-9262,Green,S,1.62,Piece,S781,Supplier_39,India,409.58,590.8,486.61,12,65,11-03-2024,Active
P11299,7NQKTVFV,Nestle Beverages 1299,Nestle Beverages high quality product,Grocery,Beverages,FMCG,Nestle,M-3280,Black,S,9.91,Piece,S624,Supplier_1,China,4845.28,5925.61,5973.87,5,83,03-01-2026,Active
P11300,RPT19ISC,Lenovo Men 1300,Lenovo Men high quality product,Clothing,Men,FMCG,Lenovo,M-2088,White,L,0.49,Piece,S385,Supplier_16,India,1080.17,1201.49,1216.57,12,142,05-08-2023,Active
P11301,ODRHU4XI,HP Bag 1301,HP Bag high quality product,Accessories,Bag,Electronics,HP,M-1686,Gray,L,6.75,Piece,S819,Supplier_24,China,1465.23,1615.28,1799.82,12,45,29-04-2024,Active
P11302,V7BF0MD5,Nestle Beverages 1302,Nestle Beverages high quality product,Grocery,Beverages,Electronics,Nestle,M-7013,Gray,NA,7.78,Piece,S664,Supplier_29,Vietnam,1578.69,2246.15,2046.65,12,100,04-10-2023,Active
P11303,2K0V8HIE,Sony Men 1303,Sony Men high quality product,Clothing,Men,FMCG,Sony,M-1617,Green,S,5.78,Piece,S764,Supplier_22,China,736.06,975.28,886.28,12,137,31-12-2025,Active
P11304,TJMFDBQ7,Lenovo Accessory 1304,Lenovo Accessory high quality product,Electronics,Accessory,FMCG,Lenovo,M-1500,Black,S,3.84,Piece,S670,Supplier_40,India,2940.39,3338.23,3336.52,12,68,24-10-2023,Active
P11305,7GXM1QI4,Apple Snacks 1305,Apple Snacks high quality product,Grocery,Snacks,FMCG,Apple,M-6044,Red,NA,4.42,Piece,S667,Supplier_18,China,621.71,921.62,655.84,12,129,13-02-2024,Active
P11306,A7BWMQNI,Apple Laptop 1306,Apple Laptop high quality product,Electronics,Laptop,Electronics,Apple,M-2073,Green,S,7.11,Piece,S669,Supplier_13,India,802.34,1182.15,880.48,18,64,28-10-2024,Active
P11307,EYMI58VX,Apple Laptop 1307,Apple Laptop high quality product,Electronics,Laptop,Electronics,Apple,M-2533,Black,XL,4.05,Piece,S531,Supplier_6,USA,1168.09,1343.58,1447.37,5,159,06-04-2024,Active
P11308,RJV8CXFB,Sony Bag 1308,Sony Bag high quality product,Accessories,Bag,FMCG,Sony,M-2415,Red,NA,8.72,Piece,S607,Supplier_5,India,2787.71,3894.17,3444.09,18,181,22-11-2025,Active
P11309,DB4KQ9Q7,Lenovo Women 1309,Lenovo Women high quality product,Clothing,Women,Electronics,Lenovo,M-8472,Black,S,6.32,Piece,S439,Supplier_28,India,2793.33,3902.75,3196.93,18,35,24-09-2024,Active
P11310,6N05YAKA,Adidas Beverages 1310,Adidas Beverages high quality product,Grocery,Beverages,Electronics,Adidas,M-7825,Gray,L,1.67,Piece,S853,Supplier_11,India,2383.91,3146.07,2565.02,5,164,23-01-2024,Active
P11311,23XN6D09,Lenovo Men 1311,Lenovo Men high quality product,Clothing,Men,FMCG,Lenovo,M-5212,White,L,1.65,Piece,S912,Supplier_25,Vietnam,2999,3877.68,3772.57,12,70,05-03-2024,Active
P11312,2QBXIHI0,Adidas Women 1312,Adidas Women high quality product,Clothing,Women,FMCG,Adidas,M-2095,Black,XL,4.8,Piece,S833,Supplier_10,Germany,886.99,1181.93,1065.97,18,36,08-09-2023,Active
P11313,FOQW1K76,Adidas Watch 1313,Adidas Watch high quality product,Accessories,Watch,Electronics,Adidas,M-2519,Blue,NA,2.16,Piece,S769,Supplier_9,Vietnam,3862.22,5085.66,4851.27,5,145,03-08-2023,Active
P11314,5WLAR2QY,Lenovo Sunglasses 1314,Lenovo Sunglasses high quality product,Accessories,Sunglasses,Fashion,Lenovo,M-3115,Blue,S,7.79,Piece,S853,Supplier_18,Vietnam,2970.09,3384.75,3400.4,5,35,30-06-2023,Active
P11315,6GAR1Z42,Puma Men 1315,Puma Men high quality product,Clothing,Men,Fashion,Puma,M-2548,Green,NA,3.16,Piece,S782,Supplier_15,Vietnam,4708.63,5931.6,5187.86,12,43,30-10-2023,Active
P11316,LJR9N387,Nike Kids 1316,Nike Kids high quality product,Clothing,Kids,Electronics,Nike,M-7868,Green,S,0.85,Piece,S196,Supplier_17,China,383.22,456.37,409.95,18,56,02-02-2024,Active
P11317,UQTXS3YJ,Dell Snacks 1317,Dell Snacks high quality product,Grocery,Snacks,Electronics,Dell,M-3492,Gray,S,3.16,Piece,S801,Supplier_27,India,4564.23,6584.36,5828.52,5,50,12-01-2024,Active
P11318,5YP38P1L,Nike Women 1318,Nike Women high quality product,Clothing,Women,FMCG,Nike,M-5485,Blue,L,1.45,Piece,S740,Supplier_23,USA,1342.44,1777.47,1673.18,5,139,07-09-2023,Active
P11319,6KC8DLS1,Lenovo Women 1319,Lenovo Women high quality product,Clothing,Women,Electronics,Lenovo,M-2538,White,L,1.48,Piece,S753,Supplier_50,China,967.66,1143.12,1164.93,18,180,13-07-2025,Active
P11320,JUKHUXMG,Sony Beverages 1320,Sony Beverages high quality product,Grocery,Beverages,Fashion,Sony,M-1031,Blue,M,8.52,Piece,S890,Supplier_31,Vietnam,4025.74,4705.45,5170.91,5,97,27-07-2025,Active
P11321,K90XODKM,Dell Bag 1321,Dell Bag high quality product,Accessories,Bag,Fashion,Dell,M-8150,White,NA,3.03,Piece,S521,Supplier_36,India,1321.52,1905.59,1695.47,5,53,28-04-2024,Active
P11322,ZJ48WPFP,Lenovo Watch 1322,Lenovo Watch high quality product,Accessories,Watch,Electronics,Lenovo,M-2093,White,M,4.84,Piece,S140,Supplier_20,Germany,2240.49,3064.05,2868.52,5,164,07-01-2025,Active
P11323,KL0PM7A1,Lenovo Watch 1323,Lenovo Watch high quality product,Accessories,Watch,Fashion,Lenovo,M-8542,White,L,3.14,Piece,S126,Supplier_25,USA,2967.99,3970.83,3281.75,12,170,20-01-2025,Active
P11324,YUNP5DS3,Samsung Laptop 1324,Samsung Laptop high quality product,Electronics,Laptop,FMCG,Samsung,M-6767,Black,XL,1.9,Piece,S861,Supplier_7,Germany,1880.62,2084.08,2062.14,12,187,19-01-2026,Active
P11325,K5IFJV2L,Lenovo Accessory 1325,Lenovo Accessory high quality product,Electronics,Accessory,Fashion,Lenovo,M-4594,Green,XL,3.49,Piece,S592,Supplier_27,India,2905.65,4321.93,3708.32,12,98,06-11-2024,Active
P11326,3XBTL0B3,Samsung Men 1326,Samsung Men high quality product,Clothing,Men,FMCG,Samsung,M-4578,Black,S,7.64,Piece,S735,Supplier_38,China,2709.51,3109.59,3189.75,5,87,25-03-2025,Active
P11327,JQ1XQSEX,HP Beverages 1327,HP Beverages high quality product,Grocery,Beverages,FMCG,HP,M-8365,Black,S,8.04,Piece,S967,Supplier_37,China,692.64,859.85,859.23,18,33,11-07-2025,Active
P11328,P0LQ47QT,HP Beverages 1328,HP Beverages high quality product,Grocery,Beverages,Fashion,HP,M-9275,Gray,NA,7.79,Piece,S723,Supplier_3,China,251.45,309.45,324.53,12,32,13-10-2024,Active
P11329,6JC7CHLJ,Nestle Tablet 1329,Nestle Tablet high quality product,Electronics,Tablet,Fashion,Nestle,M-7440,Black,S,7.33,Piece,S313,Supplier_12,India,2515.51,3025.64,2737.34,5,158,26-06-2024,Active
P11330,CPPJXS3E,Lenovo Mobile 1330,Lenovo Mobile high quality product,Electronics,Mobile,FMCG,Lenovo,M-3222,Green,S,1.84,Piece,S282,Supplier_40,India,2907.85,3883.18,3597.99,18,103,07-05-2025,Active
P11331,CE6Z7A71,Dell Sunglasses 1331,Dell Sunglasses high quality product,Accessories,Sunglasses,Fashion,Dell,M-1067,Gray,NA,1.65,Piece,S297,Supplier_20,Vietnam,923.71,1339.12,1008.66,5,55,07-06-2025,Active
P11332,BPGCBHC7,Adidas Tablet 1332,Adidas Tablet high quality product,Electronics,Tablet,Electronics,Adidas,M-7398,Black,NA,9.53,Piece,S224,Supplier_27,China,3522.54,4895.98,4075.21,18,83,08-07-2023,Active
P11333,OFL6KT4L,Apple Men 1333,Apple Men high quality product,Clothing,Men,FMCG,Apple,M-8178,Blue,S,3.09,Piece,S731,Supplier_17,China,3811.36,5420.79,4052.52,5,31,03-04-2024,Active
P11334,T5PA27VZ,Samsung Tablet 1334,Samsung Tablet high quality product,Electronics,Tablet,Electronics,Samsung,M-3697,White,XL,4.37,Piece,S847,Supplier_36,China,3003.47,3999.92,3546.66,18,22,14-01-2025,Active
P11335,M09FJC3X,Adidas Household 1335,Adidas Household high quality product,Grocery,Household,Fashion,Adidas,M-6116,Gray,M,2.5,Piece,S971,Supplier_37,Vietnam,1771.49,2245.51,2187.56,12,196,06-06-2024,Active
P11336,1S2B1VCM,Adidas Sunglasses 1336,Adidas Sunglasses high quality product,Accessories,Sunglasses,FMCG,Adidas,M-4993,White,M,9.82,Piece,S727,Supplier_21,USA,4859.88,7184.15,5389.71,12,151,27-07-2024,Active
P11337,PPSQ1WPK,Sony Laptop 1337,Sony Laptop high quality product,Electronics,Laptop,Fashion,Sony,M-5553,Gray,XL,3.22,Piece,S959,Supplier_15,Vietnam,615.74,798.73,775.33,18,79,10-06-2024,Active
P11338,JJSJ54CA,Samsung Snacks 1338,Samsung Snacks high quality product,Grocery,Snacks,FMCG,Samsung,M-5492,Gray,M,4.79,Piece,S557,Supplier_18,Vietnam,155.79,212.45,195.42,5,50,27-08-2025,Active
P11339,E01NV06S,Nike Household 1339,Nike Household high quality product,Grocery,Household,Electronics,Nike,M-3691,Red,S,7.27,Piece,S579,Supplier_35,China,319.99,397.42,409.64,5,60,06-01-2024,Active
P11340,NKPXP3L8,Nike Tablet 1340,Nike Tablet high quality product,Electronics,Tablet,Electronics,Nike,M-8929,Red,S,4.96,Piece,S880,Supplier_2,China,2175.08,2706.39,2500.02,18,82,03-12-2023,Active
P11341,OHVC07BX,Apple Sunglasses 1341,Apple Sunglasses high quality product,Accessories,Sunglasses,Electronics,Apple,M-1191,Red,M,5.61,Piece,S413,Supplier_49,Germany,4726.12,6383.65,6117.29,18,189,25-11-2023,Active
P11342,K99KR1CP,Lenovo Watch 1342,Lenovo Watch high quality product,Accessories,Watch,Electronics,Lenovo,M-3898,Red,M,6.51,Piece,S337,Supplier_43,Vietnam,1032.65,1497.78,1120.96,5,191,19-08-2023,Active
P11343,LACKV96X,Apple Sunglasses 1343,Apple Sunglasses high quality product,Accessories,Sunglasses,Electronics,Apple,M-2104,Red,S,8.97,Piece,S812,Supplier_45,China,2182.42,2662.57,2743.8,12,172,19-07-2023,Active
P11344,H3DWL1WS,Puma Laptop 1344,Puma Laptop high quality product,Electronics,Laptop,Electronics,Puma,M-2691,Red,NA,1.11,Piece,S919,Supplier_25,China,4016.52,4593.53,4912.79,5,42,21-09-2023,Active
P11345,90XRT65L,Lenovo Kids 1345,Lenovo Kids high quality product,Clothing,Kids,FMCG,Lenovo,M-7750,Gray,XL,8.3,Piece,S930,Supplier_23,China,1637.26,2346.75,2120.63,5,124,17-11-2024,Active
P11346,PV02ZVE8,Adidas Kids 1346,Adidas Kids high quality product,Clothing,Kids,FMCG,Adidas,M-2329,Red,M,4.15,Piece,S516,Supplier_19,USA,3547.75,4503.63,4191.47,5,164,05-05-2025,Active
P11347,P1ALKBQH,Nike Household 1347,Nike Household high quality product,Grocery,Household,Fashion,Nike,M-6132,Green,S,6.9,Piece,S546,Supplier_11,Vietnam,3599.55,4644.65,4161.2,5,151,30-04-2024,Active
P11348,Q1YK4K8E,Samsung Watch 1348,Samsung Watch high quality product,Accessories,Watch,FMCG,Samsung,M-8722,Black,L,7.01,Piece,S981,Supplier_32,China,4237.29,6051.74,5415.57,5,78,16-06-2024,Active
P11349,I2KC6RDP,Sony Sunglasses 1349,Sony Sunglasses high quality product,Accessories,Sunglasses,FMCG,Sony,M-5386,Red,S,1.44,Piece,S850,Supplier_49,Vietnam,2420.56,3112.87,3140.58,18,45,04-04-2024,Active
P11350,RXYWICR6,Puma Bag 1350,Puma Bag high quality product,Accessories,Bag,FMCG,Puma,M-1349,Gray,XL,2.95,Piece,S761,Supplier_38,Germany,1662.25,1929.3,2036.13,12,105,10-03-2025,Active
P11351,Y3S7TPUZ,Lenovo Watch 1351,Lenovo Watch high quality product,Accessories,Watch,Fashion,Lenovo,M-2147,Green,XL,5.88,Piece,S296,Supplier_19,India,583.58,811.57,746.97,5,30,06-10-2024,Active
P11352,HYCMQGRL,Apple Snacks 1352,Apple Snacks high quality product,Grocery,Snacks,FMCG,Apple,M-7035,White,XL,3.92,Piece,S251,Supplier_7,USA,4348.92,5620.89,5186.59,12,95,28-01-2024,Active
P11353,QMP100CG,Nike Women 1353,Nike Women high quality product,Clothing,Women,Electronics,Nike,M-4444,Blue,M,2.37,Piece,S112,Supplier_37,Vietnam,3031.56,4442.82,3349.95,5,180,10-07-2024,Active
P11354,UXNZD002,Dell Household 1354,Dell Household high quality product,Grocery,Household,Electronics,Dell,M-3960,Green,M,5.73,Piece,S114,Supplier_37,India,3658.73,5410.09,4297.48,18,196,13-06-2023,Active
P11355,1HSYC3K8,Dell Men 1355,Dell Men high quality product,Clothing,Men,Fashion,Dell,M-8338,Gray,M,1.63,Piece,S861,Supplier_29,China,2553.39,3635.94,3308.52,12,32,05-11-2025,Active
P11356,RLINRB5P,Lenovo Sunglasses 1356,Lenovo Sunglasses high quality product,Accessories,Sunglasses,Fashion,Lenovo,M-4924,Red,L,1.95,Piece,S584,Supplier_28,USA,2687.13,3238.11,3278.21,5,67,14-07-2024,Active
P11357,T5QW0NJG,Adidas Tablet 1357,Adidas Tablet high quality product,Electronics,Tablet,Fashion,Adidas,M-6461,Blue,L,8.98,Piece,S342,Supplier_3,Vietnam,2697.15,3561.77,2876.71,12,71,18-04-2024,Active
