StoreID,StoreCode,StoreName,StoreType,StoreFormat,AddressLine1,AddressLine2,City,StateProvince,PostalCode,Country,Region,Latitude,Longitude,StoreManager,ManagerEmail,ManagerPhone,StoreSizeSqFt,NumberOfEmployees,OpeningDate,ClosingDate,IsFranchise,StoreStatus,TargetRevenue
352,SRC-0352,SRC Berlin Store 352,Retail,Medium,263 Main Street,,Berlin,Berlin,13781,Germany,Europe,-8.372434,54.399511,Manager 352,manager352@srcstores.com,-8519350,36024,126,02-03-2015,,TRUE,Active,18900357.76
353,SRC-0353,SRC New York Store 353,Outlet,Small,354 Main Street,,New York,NY,74461,USA,North America,-64.00837,-124.251783,Manager 353,manager353@srcstores.com,-3042760,30386,286,16-07-2012,,TRUE,Active,4662486.68
354,SRC-0354,SRC Hanoi Store 354,Retail,Large,723 Main Street,,Hanoi,Hanoi,65778,Vietnam,Asia,84.112446,120.306261,Manager 354,manager354@srcstores.com,-8054485,38055,149,04-01-2020,18-08-2023,TRUE,Active,19630812.92
355,SRC-0355,SRC Hanoi Store 355,Mall,Large,880 Main Street,,Hanoi,Hanoi,24071,Vietnam,Asia,-3.724251,96.625801,Manager 355,manager355@srcstores.com,-2319487,5585,14,22-11-2016,,FALSE,Active,11177548.13
356,SRC-0356,SRC Seattle Store 356,Outlet,Medium,799 Main Street,,Seattle,WA,34279,USA,North America,25.215069,19.031376,Manager 356,manager356@srcstores.com,-3619353,39105,105,31-01-2011,,FALSE,Active,13203031.97
357,SRC-0357,SRC Shanghai Store 357,Outlet,Large,899 Main Street,,Shanghai,Shanghai,93199,China,Asia,61.633274,162.592686,Manager 357,manager357@srcstores.com,-3409106,29904,106,18-09-2015,,FALSE,Active,7584683.45
358,SRC-0358,SRC Hanoi Store 358,Outlet,Medium,256 Main Street,,Hanoi,Hanoi,87641,Vietnam,Asia,56.390483,128.797538,Manager 358,manager358@srcstores.com,-5969891,49779,61,02-09-2014,,TRUE,Renovation,14348581.48
359,SRC-0359,SRC Berlin Store 359,Outlet,Medium,599 Main Street,,Berlin,Berlin,93106,Germany,Europe,60.15538,-42.079103,Manager 359,manager359@srcstores.com,-3548879,38664,212,24-05-2014,,TRUE,Active,12616885.96
360,SRC-0360,SRC Mumbai Store 360,Outlet,Small,942 Main Street,,Mumbai,Maharashtra,63106,India,Asia,30.300888,22.480034,Manager 360,manager360@srcstores.com,-4316538,17022,196,08-01-2013,,TRUE,Active,5139095.64
361,SRC-0361,SRC Seattle Store 361,Mall,Large,642 Main Street,,Seattle,WA,94362,USA,North America,24.910482,150.881059,Manager 361,manager361@srcstores.com,-6858297,4946,183,24-05-2018,,FALSE,Active,9279433.83
362,SRC-0362,SRC Hanoi Store 362,Flagship,Large,443 Main Street,,Hanoi,Hanoi,39332,Vietnam,Asia,-7.099725,-46.720997,Manager 362,manager362@srcstores.com,-6860576,9241,89,26-09-2020,,FALSE,Active,12302919.34
363,SRC-0363,SRC Mumbai Store 363,Mall,Large,764 Main Street,,Mumbai,Maharashtra,87246,India,Asia,-3.065762,83.620348,Manager 363,manager363@srcstores.com,-3511533,5303,207,26-05-2011,,FALSE,Closed,13790154.32
364,SRC-0364,SRC San Francisco Store 364,Outlet,Medium,944 Main Street,,San Francisco,CA,52658,USA,North America,-41.893537,42.549159,Manager 364,manager364@srcstores.com,-5758899,14418,119,04-12-2020,,TRUE,Active,16901263.37
365,SRC-0365,SRC Seattle Store 365,Retail,Small,10 Main Street,,Seattle,WA,33213,USA,North America,-6.715654,-23.569886,Manager 365,manager365@srcstores.com,-7956331,15658,74,16-11-2015,,TRUE,Closed,15603069.45
366,SRC-0366,SRC Mumbai Store 366,Mall,Small,954 Main Street,,Mumbai,Maharashtra,92808,India,Asia,-12.449025,-46.296641,Manager 366,manager366@srcstores.com,-4282518,44534,103,12-11-2017,,TRUE,Closed,5908911.35
367,SRC-0367,SRC Mumbai Store 367,Retail,Medium,43 Main Street,,Mumbai,Maharashtra,41524,India,Asia,84.413107,7.844371,Manager 367,manager367@srcstores.com,-9438874,32956,224,21-05-2016,,FALSE,Active,12252975.54
368,SRC-0368,SRC Mumbai Store 368,Outlet,Large,139 Main Street,,Mumbai,Maharashtra,33862,India,Asia,34.647214,-59.513709,Manager 368,manager368@srcstores.com,-1271150,42862,293,27-09-2011,,TRUE,Renovation,17852741.19
369,SRC-0369,SRC Shanghai Store 369,Outlet,Large,422 Main Street,,Shanghai,Shanghai,27984,China,Asia,-67.456602,100.254593,Manager 369,manager369@srcstores.com,-4246569,39734,22,14-07-2016,29-11-2017,TRUE,Closed,10426373.53
370,SRC-0370,SRC Hanoi Store 370,Flagship,Small,504 Main Street,,Hanoi,Hanoi,95568,Vietnam,Asia,-27.104301,-157.617012,Manager 370,manager370@srcstores.com,-5515009,49774,197,18-01-2017,,TRUE,Active,16171419.3
371,SRC-0371,SRC San Francisco Store 371,Outlet,Small,80 Main Street,,San Francisco,CA,21296,USA,North America,55.948468,86.786775,Manager 371,manager371@srcstores.com,-4530854,2837,16,11-12-2013,,FALSE,Closed,1665618.34
372,SRC-0372,SRC London Store 372,Flagship,Medium,372 Main Street,,London,England,34741,UK,Europe,-2.987662,34.93132,Manager 372,manager372@srcstores.com,-6992637,31944,146,19-04-2011,,FALSE,Active,19086843.7
373,SRC-0373,SRC New York Store 373,Outlet,Small,17 Main Street,,New York,NY,89101,USA,North America,-17.257752,-8.928311,Manager 373,manager373@srcstores.com,-7896838,3656,63,29-04-2019,,FALSE,Closed,9963099.94
374,SRC-0374,SRC Chicago Store 374,Retail,Medium,297 Main Street,,Chicago,IL,36666,USA,North America,55.26706,-152.697393,Manager 374,manager374@srcstores.com,-4475923,36453,203,23-03-2015,,TRUE,Active,10367079.36
375,SRC-0375,SRC Berlin Store 375,Retail,Small,899 Main Street,,Berlin,Berlin,12598,Germany,Europe,69.735067,-118.645372,Manager 375,manager375@srcstores.com,-9044031,7512,264,27-07-2016,,FALSE,Active,4485843.24
376,SRC-0376,SRC Pune Store 376,Retail,Small,801 Main Street,,Pune,Maharashtra,57272,India,Asia,62.15561,-133.3346,Manager 376,manager376@srcstores.com,-9809518,7575,60,11-08-2020,,FALSE,Active,19496554.49
377,SRC-0377,SRC Seattle Store 377,Outlet,Small,684 Main Street,,Seattle,WA,17914,USA,North America,87.6934,106.416641,Manager 377,manager377@srcstores.com,-4496605,9968,100,27-02-2017,,FALSE,Closed,16422885
378,SRC-0378,SRC Shanghai Store 378,Retail,Small,404 Main Street,,Shanghai,Shanghai,69171,China,Asia,65.099919,-173.918265,Manager 378,manager378@srcstores.com,-9789735,43913,146,07-02-2018,,FALSE,Active,4518928.28
379,SRC-0379,SRC San Francisco Store 379,Flagship,Medium,601 Main Street,,San Francisco,CA,28705,USA,North America,78.356571,-83.423549,Manager 379,manager379@srcstores.com,-5724400,12762,40,07-09-2014,,FALSE,Active,18227489.78
380,SRC-0380,SRC Seattle Store 380,Flagship,Large,54 Main Street,,Seattle,WA,86316,USA,North America,22.943864,66.248044,Manager 380,manager380@srcstores.com,-2229362,24218,51,21-02-2017,,FALSE,Active,11661866.96
381,SRC-0381,SRC Seattle Store 381,Mall,Large,789 Main Street,,Seattle,WA,84809,USA,North America,-17.957065,132.209971,Manager 381,manager381@srcstores.com,-3815566,42913,131,19-05-2014,,TRUE,Active,11174228.82
382,SRC-0382,SRC San Francisco Store 382,Flagship,Large,170 Main Street,,San Francisco,CA,50741,USA,North America,37.347217,156.351279,Manager 382,manager382@srcstores.com,-4322991,3500,128,20-01-2010,,TRUE,Closed,12340059.8
383,SRC-0383,SRC Shanghai Store 383,Mall,Medium,692 Main Street,,Shanghai,Shanghai,50461,China,Asia,69.411809,165.884974,Manager 383,manager383@srcstores.com,-3283121,15566,46,01-11-2018,,TRUE,Closed,14572322.55
384,SRC-0384,SRC Pune Store 384,Flagship,Large,853 Main Street,,Pune,Maharashtra,72749,India,Asia,-6.616652,103.324215,Manager 384,manager384@srcstores.com,-5879940,15949,118,07-01-2010,,TRUE,Renovation,11370612.64
385,SRC-0385,SRC Shanghai Store 385,Outlet,Medium,981 Main Street,,Shanghai,Shanghai,86945,China,Asia,-69.078723,-100.56436,Manager 385,manager385@srcstores.com,-5057676,22628,21,13-03-2014,,TRUE,Active,19085493.7
386,SRC-0386,SRC Berlin Store 386,Outlet,Small,241 Main Street,,Berlin,Berlin,87003,Germany,Europe,-22.8562,153.96952,Manager 386,manager386@srcstores.com,-9949962,9395,112,28-07-2012,30-12-2013,TRUE,Closed,18919309.42
387,SRC-0387,SRC Mumbai Store 387,Retail,Large,483 Main Street,,Mumbai,Maharashtra,94080,India,Asia,64.015669,25.980993,Manager 387,manager387@srcstores.com,-3031740,45394,87,27-11-2012,,TRUE,Active,12540882.87
388,SRC-0388,SRC Mumbai Store 388,Retail,Medium,500 Main Street,,Mumbai,Maharashtra,68471,India,Asia,-16.158219,128.023137,Manager 388,manager388@srcstores.com,-9851157,37050,49,13-03-2016,,TRUE,Closed,15664567.48
389,SRC-0389,SRC New York Store 389,Flagship,Small,840 Main Street,,New York,NY,33193,USA,North America,63.408556,176.012219,Manager 389,manager389@srcstores.com,-7988045,38876,133,14-10-2017,01-07-2022,FALSE,Active,15500530.32
390,SRC-0390,SRC Seattle Store 390,Flagship,Small,751 Main Street,,Seattle,WA,12327,USA,North America,63.463624,-113.237035,Manager 390,manager390@srcstores.com,-4092739,19670,232,13-09-2010,,FALSE,Closed,4980933.19
391,SRC-0391,SRC Seattle Store 391,Retail,Small,56 Main Street,,Seattle,WA,87958,USA,North America,5.068469,17.994922,Manager 391,manager391@srcstores.com,-9713879,20519,77,31-08-2013,16-07-2015,TRUE,Active,11926487.88
392,SRC-0392,SRC London Store 392,Flagship,Small,119 Main Street,,London,England,52644,UK,Europe,10.128184,179.986965,Manager 392,manager392@srcstores.com,-7700822,30160,119,19-05-2020,,TRUE,Active,17437109.43
393,SRC-0393,SRC New York Store 393,Flagship,Medium,105 Main Street,,New York,NY,71354,USA,North America,-52.720078,-158.447648,Manager 393,manager393@srcstores.com,-4121584,19944,278,08-09-2014,,TRUE,Active,1342826.84
394,SRC-0394,SRC San Francisco Store 394,Outlet,Small,637 Main Street,,San Francisco,CA,63308,USA,North America,-10.516828,-143.699461,Manager 394,manager394@srcstores.com,-5959836,38278,263,08-04-2019,10-08-2021,FALSE,Closed,3415715.9
395,SRC-0395,SRC London Store 395,Outlet,Large,492 Main Street,,London,England,25728,UK,Europe,-19.775795,-73.205824,Manager 395,manager395@srcstores.com,-9747789,7326,180,13-09-2019,,FALSE,Active,9574041.75
396,SRC-0396,SRC Seattle Store 396,Retail,Small,905 Main Street,,Seattle,WA,26560,USA,North America,-83.738591,-137.710035,Manager 396,manager396@srcstores.com,-9406745,36423,297,28-11-2010,,TRUE,Active,16498702.66
397,SRC-0397,SRC Shanghai Store 397,Retail,Medium,844 Main Street,,Shanghai,Shanghai,10743,China,Asia,-5.008754,-169.153602,Manager 397,manager397@srcstores.com,-3180348,36292,47,03-02-2011,,FALSE,Active,16121896.36
398,SRC-0398,SRC Berlin Store 398,Retail,Small,450 Main Street,,Berlin,Berlin,21303,Germany,Europe,-51.607185,-62.485518,Manager 398,manager398@srcstores.com,-3134316,10536,141,31-07-2013,09-10-2018,TRUE,Renovation,8121631.3
399,SRC-0399,SRC Seattle Store 399,Retail,Small,581 Main Street,,Seattle,WA,94657,USA,North America,-54.631793,-163.833414,Manager 399,manager399@srcstores.com,-8672639,29942,191,14-10-2018,,TRUE,Renovation,17583878.42
400,SRC-0400,SRC Berlin Store 400,Mall,Large,594 Main Street,,Berlin,Berlin,68193,Germany,Europe,-60.976875,142.637217,Manager 400,manager400@srcstores.com,-1641990,28171,19,01-02-2015,,TRUE,Active,5641666.2
401,SRC-0401,SRC San Francisco Store 401,Mall,Medium,205 Main Street,,San Francisco,CA,99329,USA,North America,6.44563,2.249807,Manager 401,manager401@srcstores.com,-2092760,18743,150,23-07-2013,,FALSE,Closed,16489335.19
402,SRC-0402,SRC Chicago Store 402,Outlet,Medium,216 Main Street,,Chicago,IL,65899,USA,North America,-18.631757,159.511749,Manager 402,manager402@srcstores.com,-9039004,31728,251,11-10-2019,06-03-2025,TRUE,Closed,2872194.4
403,SRC-0403,SRC Seattle Store 403,Outlet,Large,234 Main Street,,Seattle,WA,45396,USA,North America,19.934518,-22.543172,Manager 403,manager403@srcstores.com,-9910164,24954,31,03-12-2016,,FALSE,Active,19704162.36
404,SRC-0404,SRC Shanghai Store 404,Flagship,Medium,638 Main Street,,Shanghai,Shanghai,24220,China,Asia,75.134607,-13.574232,Manager 404,manager404@srcstores.com,-6049798,18144,232,17-09-2020,,FALSE,Renovation,4562133.97
405,SRC-0405,SRC Mumbai Store 405,Mall,Medium,718 Main Street,,Mumbai,Maharashtra,57607,India,Asia,-15.38557,-82.559662,Manager 405,manager405@srcstores.com,-8667454,4877,137,31-03-2013,,TRUE,Renovation,18368445.99
406,SRC-0406,SRC Seattle Store 406,Mall,Large,259 Main Street,,Seattle,WA,48007,USA,North America,55.527706,-98.729638,Manager 406,manager406@srcstores.com,-7139452,36364,104,25-04-2020,,TRUE,Renovation,6358747.67
407,SRC-0407,SRC San Francisco Store 407,Retail,Large,525 Main Street,,San Francisco,CA,51191,USA,North America,83.19573,-88.441854,Manager 407,manager407@srcstores.com,-8512820,49732,77,20-08-2018,15-05-2022,FALSE,Active,2239674.86
408,SRC-0408,SRC Hanoi Store 408,Retail,Small,941 Main Street,,Hanoi,Hanoi,21584,Vietnam,Asia,-8.140555,115.249297,Manager 408,manager408@srcstores.com,-6472927,13837,192,09-05-2010,11-09-2015,TRUE,Closed,4070508.65
409,SRC-0409,SRC Seattle Store 409,Outlet,Large,876 Main Street,,Seattle,WA,58696,USA,North America,17.905296,165.883827,Manager 409,manager409@srcstores.com,-5397233,46724,16,20-07-2020,,FALSE,Active,18482137.89
410,SRC-0410,SRC Berlin Store 410,Outlet,Medium,598 Main Street,,Berlin,Berlin,69697,Germany,Europe,47.771978,131.896349,Manager 410,manager410@srcstores.com,-7768730,41584,145,22-07-2017,,TRUE,Active,14975117.87
411,SRC-0411,SRC New York Store 411,Outlet,Small,973 Main Street,,New York,NY,96344,USA,North America,-78.492201,41.438179,Manager 411,manager411@srcstores.com,-7473660,40774,150,17-06-2010,,TRUE,Renovation,4615854.62
412,SRC-0412,SRC Pune Store 412,Mall,Medium,329 Main Street,,Pune,Maharashtra,84380,India,Asia,15.117016,-173.927771,Manager 412,manager412@srcstores.com,-8862490,22340,239,26-04-2018,,FALSE,Active,18859840.85
413,SRC-0413,SRC New York Store 413,Mall,Large,524 Main Street,,New York,NY,29697,USA,North America,51.23991,108.499917,Manager 413,manager413@srcstores.com,-1761433,24396,242,25-04-2017,,TRUE,Active,6218458.2
414,SRC-0414,SRC Seattle Store 414,Mall,Large,150 Main Street,,Seattle,WA,63426,USA,North America,-23.89131,77.108983,Manager 414,manager414@srcstores.com,-5318423,45699,219,29-10-2016,,FALSE,Active,4892597.42
415,SRC-0415,SRC San Francisco Store 415,Mall,Large,695 Main Street,,San Francisco,CA,86906,USA,North America,-61.649068,-35.003752,Manager 415,manager415@srcstores.com,-2898125,26899,38,09-05-2010,,TRUE,Active,12415234.62
416,SRC-0416,SRC Mumbai Store 416,Flagship,Large,867 Main Street,,Mumbai,Maharashtra,30758,India,Asia,-6.159109,108.27405,Manager 416,manager416@srcstores.com,-8994502,14734,264,10-05-2011,,FALSE,Active,16936220.92
417,SRC-0417,SRC Chicago Store 417,Outlet,Small,332 Main Street,,Chicago,IL,59857,USA,North America,81.96934,28.795119,Manager 417,manager417@srcstores.com,-4836864,40009,118,04-08-2016,,FALSE,Closed,9603872.39
418,SRC-0418,SRC Mumbai Store 418,Retail,Large,713 Main Street,,Mumbai,Maharashtra,74510,India,Asia,6.342508,-3.446384,Manager 418,manager418@srcstores.com,-3812822,11508,65,23-10-2017,,TRUE,Active,16021077.21
419,SRC-0419,SRC London Store 419,Outlet,Large,521 Main Street,,London,England,71542,UK,Europe,-3.336664,-139.129764,Manager 419,manager419@srcstores.com,-8989556,40455,122,01-11-2020,,FALSE,Active,3169726.17
420,SRC-0420,SRC London Store 420,Flagship,Small,337 Main Street,,London,England,52252,UK,Europe,37.622221,-95.901447,Manager 420,manager420@srcstores.com,-4834623,14695,292,21-05-2017,14-05-2019,TRUE,Active,15183162.56
421,SRC-0421,SRC Pune Store 421,Retail,Small,477 Main Street,,Pune,Maharashtra,21281,India,Asia,-21.388486,-0.492808,Manager 421,manager421@srcstores.com,-3564868,47733,251,11-09-2017,,FALSE,Active,15272413.64
422,SRC-0422,SRC London Store 422,Mall,Medium,853 Main Street,,London,England,19587,UK,Europe,46.004242,-57.710285,Manager 422,manager422@srcstores.com,-4148292,2569,36,24-09-2020,,FALSE,Closed,19595777.99
423,SRC-0423,SRC San Francisco Store 423,Retail,Medium,180 Main Street,,San Francisco,CA,17674,USA,North America,31.298128,94.879941,Manager 423,manager423@srcstores.com,-3075609,29266,134,22-03-2010,,FALSE,Active,1490876.86
424,SRC-0424,SRC Pune Store 424,Outlet,Large,426 Main Street,,Pune,Maharashtra,27225,India,Asia,-19.436062,101.154274,Manager 424,manager424@srcstores.com,-4618910,41523,280,02-06-2010,29-11-2012,FALSE,Active,15919496.43
425,SRC-0425,SRC Mumbai Store 425,Outlet,Large,430 Main Street,,Mumbai,Maharashtra,10248,India,Asia,70.37327,97.405437,Manager 425,manager425@srcstores.com,-4932002,8525,229,30-06-2014,,FALSE,Closed,10520283.23
426,SRC-0426,SRC Shanghai Store 426,Flagship,Large,788 Main Street,,Shanghai,Shanghai,82767,China,Asia,0.480887,146.334701,Manager 426,manager426@srcstores.com,-2053765,46642,221,04-12-2019,,FALSE,Active,10652752.7
427,SRC-0427,SRC Pune Store 427,Flagship,Small,921 Main Street,,Pune,Maharashtra,30367,India,Asia,-13.525996,-31.529024,Manager 427,manager427@srcstores.com,-6015204,34365,256,01-10-2020,,TRUE,Active,18122115.24
428,SRC-0428,SRC London Store 428,Outlet,Medium,629 Main Street,,London,England,13067,UK,Europe,-27.128515,17.750888,Manager 428,manager428@srcstores.com,-1565400,29406,160,05-04-2019,,FALSE,Closed,4215176.22
429,SRC-0429,SRC Chicago Store 429,Outlet,Small,120 Main Street,,Chicago,IL,78585,USA,North America,14.531945,80.517389,Manager 429,manager429@srcstores.com,-4451593,8752,83,13-08-2020,02-10-2022,FALSE,Renovation,9703084.91
430,SRC-0430,SRC Pune Store 430,Retail,Large,479 Main Street,,Pune,Maharashtra,14410,India,Asia,57.77092,80.043745,Manager 430,manager430@srcstores.com,-4237470,29500,108,08-07-2013,,TRUE,Active,13955568.35
431,SRC-0431,SRC Berlin Store 431,Flagship,Small,501 Main Street,,Berlin,Berlin,80225,Germany,Europe,69.838843,24.471282,Manager 431,manager431@srcstores.com,-6543320,19561,165,28-05-2011,02-12-2013,FALSE,Renovation,3543528.91
432,SRC-0432,SRC Shanghai Store 432,Mall,Small,522 Main Street,,Shanghai,Shanghai,67975,China,Asia,-89.824486,150.104378,Manager 432,manager432@srcstores.com,-2574701,20350,70,18-11-2017,,TRUE,Closed,11810524.66
433,SRC-0433,SRC Berlin Store 433,Mall,Medium,106 Main Street,,Berlin,Berlin,73199,Germany,Europe,23.549657,-22.678111,Manager 433,manager433@srcstores.com,-3190460,3696,265,02-03-2017,,FALSE,Active,9945425.95
434,SRC-0434,SRC Chicago Store 434,Retail,Large,347 Main Street,,Chicago,IL,77644,USA,North America,53.969129,164.944448,Manager 434,manager434@srcstores.com,-7235350,25822,96,20-06-2010,,FALSE,Renovation,18658610.57
435,SRC-0435,SRC New York Store 435,Flagship,Large,512 Main Street,,New York,NY,77415,USA,North America,-21.036944,152.791127,Manager 435,manager435@srcstores.com,-3956930,46830,98,09-07-2017,,FALSE,Active,9220977.97
436,SRC-0436,SRC Pune Store 436,Retail,Large,844 Main Street,,Pune,Maharashtra,40160,India,Asia,80.960077,-166.503254,Manager 436,manager436@srcstores.com,-8706881,19529,106,25-12-2010,15-08-2012,TRUE,Active,8038019.21
437,SRC-0437,SRC London Store 437,Outlet,Large,252 Main Street,,London,England,85339,UK,Europe,-28.669519,25.744949,Manager 437,manager437@srcstores.com,-2665801,5657,238,04-03-2018,,TRUE,Active,14011384.67
438,SRC-0438,SRC Seattle Store 438,Outlet,Large,280 Main Street,,Seattle,WA,16081,USA,North America,-56.42673,-28.750049,Manager 438,manager438@srcstores.com,-3107599,10068,277,18-09-2016,,FALSE,Active,5072600.35
439,SRC-0439,SRC New York Store 439,Outlet,Medium,209 Main Street,,New York,NY,72006,USA,North America,6.495028,104.923284,Manager 439,manager439@srcstores.com,-6857996,47941,292,21-11-2015,,TRUE,Active,14599940.57
440,SRC-0440,SRC New York Store 440,Mall,Small,953 Main Street,,New York,NY,66201,USA,North America,-62.187099,129.365219,Manager 440,manager440@srcstores.com,-2201812,29471,196,18-02-2012,,FALSE,Closed,1837231.3
441,SRC-0441,SRC Mumbai Store 441,Flagship,Small,827 Main Street,,Mumbai,Maharashtra,33125,India,Asia,-83.296158,177.531276,Manager 441,manager441@srcstores.com,-4219892,23182,66,27-08-2016,,TRUE,Renovation,15953547.16
442,SRC-0442,SRC London Store 442,Mall,Medium,10 Main Street,,London,England,76419,UK,Europe,30.500388,-170.007246,Manager 442,manager442@srcstores.com,-9115859,12665,185,28-04-2020,,FALSE,Renovation,17022914.68
443,SRC-0443,SRC London Store 443,Outlet,Large,876 Main Street,,London,England,24373,UK,Europe,23.103196,-101.389577,Manager 443,manager443@srcstores.com,-4157208,5829,85,25-05-2011,,FALSE,Closed,2597886.7
444,SRC-0444,SRC New York Store 444,Flagship,Medium,581 Main Street,,New York,NY,10308,USA,North America,-9.787015,51.254357,Manager 444,manager444@srcstores.com,-7048211,26427,299,30-03-2011,,FALSE,Active,14005271.45
445,SRC-0445,SRC Seattle Store 445,Mall,Large,971 Main Street,,Seattle,WA,50989,USA,North America,-34.065879,165.327294,Manager 445,manager445@srcstores.com,-1847004,40327,287,16-07-2017,,FALSE,Closed,12777263.76
446,SRC-0446,SRC Chicago Store 446,Flagship,Small,536 Main Street,,Chicago,IL,14854,USA,North America,-50.825503,-13.546236,Manager 446,manager446@srcstores.com,-2357225,13301,124,13-05-2012,,TRUE,Active,8617126.03
447,SRC-0447,SRC Mumbai Store 447,Flagship,Small,839 Main Street,,Mumbai,Maharashtra,82653,India,Asia,-56.822409,-5.164036,Manager 447,manager447@srcstores.com,-7668511,34792,134,06-07-2010,,TRUE,Closed,10525071.11
448,SRC-0448,SRC Pune Store 448,Flagship,Medium,320 Main Street,,Pune,Maharashtra,36183,India,Asia,50.972721,-148.160988,Manager 448,manager448@srcstores.com,-7933309,18903,291,14-09-2013,,TRUE,Closed,19244127.02
449,SRC-0449,SRC San Francisco Store 449,Flagship,Small,539 Main Street,,San Francisco,CA,30914,USA,North America,84.394093,-68.291276,Manager 449,manager449@srcstores.com,-7250880,38409,14,21-09-2016,,FALSE,Active,13613783.06
450,SRC-0450,SRC Berlin Store 450,Retail,Large,684 Main Street,,Berlin,Berlin,15384,Germany,Europe,-63.262059,172.597878,Manager 450,manager450@srcstores.com,-1552366,39237,38,11-02-2015,,TRUE,Closed,13997873.14
451,SRC-0451,SRC New York Store 451,Flagship,Large,399 Main Street,,New York,NY,10242,USA,North America,-51.357807,31.302874,Manager 451,manager451@srcstores.com,-7136681,29975,138,19-03-2014,,FALSE,Active,16337380.96
452,SRC-0452,SRC Pune Store 452,Retail,Small,753 Main Street,,Pune,Maharashtra,75455,India,Asia,15.76886,21.387087,Manager 452,manager452@srcstores.com,-1886205,25214,226,30-10-2015,,TRUE,Renovation,12074419.44
453,SRC-0453,SRC Hanoi Store 453,Outlet,Large,46 Main Street,,Hanoi,Hanoi,95005,Vietnam,Asia,-10.122715,20.647151,Manager 453,manager453@srcstores.com,-7345164,43756,123,12-06-2013,,FALSE,Closed,3728948.04
454,SRC-0454,SRC Hanoi Store 454,Mall,Small,599 Main Street,,Hanoi,Hanoi,14351,Vietnam,Asia,69.071815,-156.45483,Manager 454,manager454@srcstores.com,-2779884,2989,256,18-06-2020,,TRUE,Renovation,2738118.61
455,SRC-0455,SRC Mumbai Store 455,Flagship,Small,827 Main Street,,Mumbai,Maharashtra,99331,India,Asia,-58.112338,155.831306,Manager 455,manager455@srcstores.com,-9660661,16327,183,26-10-2013,,TRUE,Active,14223668.08
456,SRC-0456,SRC Shanghai Store 456,Outlet,Medium,860 Main Street,,Shanghai,Shanghai,84567,China,Asia,-73.443348,-134.994716,Manager 456,manager456@srcstores.com,-9809860,7695,280,12-06-2020,,TRUE,Active,17145552.91
457,SRC-0457,SRC New York Store 457,Flagship,Small,967 Main Street,,New York,NY,40871,USA,North America,-38.583405,-44.536907,Manager 457,manager457@srcstores.com,-4115270,25481,178,21-09-2013,,FALSE,Renovation,17064913.11
458,SRC-0458,SRC New York Store 458,Outlet,Small,932 Main Street,,New York,NY,86325,USA,North America,25.103019,-129.657357,Manager 458,manager458@srcstores.com,-9918795,39039,151,02-06-2013,,TRUE,Closed,4905032.68
459,SRC-0459,SRC Shanghai Store 459,Mall,Medium,779 Main Street,,Shanghai,Shanghai,58930,China,Asia,-63.834855,-173.152139,Manager 459,manager459@srcstores.com,-9183592,37668,203,11-08-2012,,FALSE,Active,19267785.35
460,SRC-0460,SRC Chicago Store 460,Mall,Small,601 Main Street,,Chicago,IL,49150,USA,North America,81.278938,-100.376434,Manager 460,manager460@srcstores.com,-6842266,48072,145,02-06-2011,,TRUE,Active,10586406.26
461,SRC-0461,SRC Mumbai Store 461,Flagship,Large,143 Main Street,,Mumbai,Maharashtra,67611,India,Asia,7.968044,60.937727,Manager 461,manager461@srcstores.com,-5125947,8165,189,03-06-2012,,FALSE,Active,17527534.07
462,SRC-0462,SRC London Store 462,Retail,Small,844 Main Street,,London,England,25593,UK,Europe,28.548625,17.889002,Manager 462,manager462@srcstores.com,-6857121,35989,223,29-07-2020,,FALSE,Renovation,9146448.76
463,SRC-0463,SRC London Store 463,Retail,Large,77 Main Street,,London,England,58358,UK,Europe,-3.001929,7.136823,Manager 463,manager463@srcstores.com,-7446686,45767,129,13-09-2010,,TRUE,Active,11467168.73
464,SRC-0464,SRC San Francisco Store 464,Flagship,Medium,50 Main Street,,San Francisco,CA,39184,USA,North America,27.520911,-123.19774,Manager 464,manager464@srcstores.com,-3437467,6117,155,09-08-2015,04-07-2020,FALSE,Renovation,16214795.01
465,SRC-0465,SRC Chicago Store 465,Outlet,Small,213 Main Street,,Chicago,IL,92667,USA,North America,-2.821035,-150.741283,Manager 465,manager465@srcstores.com,-7297076,8516,128,21-07-2011,,TRUE,Renovation,17468807.17
466,SRC-0466,SRC Seattle Store 466,Outlet,Large,757 Main Street,,Seattle,WA,81598,USA,North America,21.242901,166.111957,Manager 466,manager466@srcstores.com,-8566817,24892,34,15-01-2018,18-12-2020,FALSE,Closed,17669443.68
467,SRC-0467,SRC Chicago Store 467,Flagship,Large,478 Main Street,,Chicago,IL,74028,USA,North America,-3.545403,84.973416,Manager 467,manager467@srcstores.com,-1787811,44049,155,18-11-2013,,TRUE,Closed,12696872.77
468,SRC-0468,SRC Hanoi Store 468,Flagship,Small,919 Main Street,,Hanoi,Hanoi,58827,Vietnam,Asia,11.347568,11.606552,Manager 468,manager468@srcstores.com,-7088152,41716,145,04-10-2014,,FALSE,Closed,11094619.57
469,SRC-0469,SRC Pune Store 469,Outlet,Small,387 Main Street,,Pune,Maharashtra,35608,India,Asia,76.01089,-89.55294,Manager 469,manager469@srcstores.com,-8537302,14764,21,28-04-2015,,TRUE,Active,18823948.95
